"","flight_joined.origin","flight_joined.year","flight_joined.month","flight_joined.day"
"995","JFK",2013,7,25
"996","JFK",2013,4,9
"997","EWR",2013,9,2
"998","JFK",2013,9,15
"999","JFK",2013,8,29
"1000","LGA",2013,7,12
"1001","EWR",2013,6,24
"1002","JFK",2013,8,3
"1003","LGA",2013,7,26
"1004","JFK",2013,6,27
"1005","LGA",2013,6,17
"1006","LGA",2013,2,7
"1007","LGA",2013,1,8
"1008","EWR",2013,12,1
"1009","JFK",2013,4,16
"1010","LGA",2013,3,7
"1011","EWR",2013,5,9
"1012","EWR",2013,12,11
"1013","EWR",2013,3,4
"1014","EWR",2013,8,14
"1015","LGA",2013,3,15
"1016","LGA",2013,4,14
"1017","EWR",2013,9,9
"1018","JFK",2013,2,11
"1019","LGA",2013,8,1
"1020","EWR",2013,8,11
"1021","EWR",2013,11,18
"1022","LGA",2013,10,9
"1023","LGA",2013,3,23
"1024","LGA",2013,12,16
"1025","EWR",2013,4,4
"1026","JFK",2013,5,23
"1027","EWR",2013,2,10
"1028","JFK",2013,2,4
"1029","JFK",2013,4,1
"1030","LGA",2013,6,6
"1031","EWR",2013,8,7
"1032","EWR",2013,5,17
"1033","JFK",2013,4,14
"1034","JFK",2013,9,26
"1035","EWR",2013,5,15
"1036","LGA",2013,5,15
"1037","JFK",2013,12,15
"1038","EWR",2013,2,11
"1039","LGA",2013,4,3
"1040","LGA",2013,10,11
"1041","LGA",2013,11,8
"1042","JFK",2013,6,13
"1043","JFK",2013,12,30
"1044","LGA",2013,11,2
"1045","LGA",2013,9,8
"1046","EWR",2013,12,29
"1047","LGA",2013,4,26
"1048","EWR",2013,10,23
"1049","EWR",2013,8,27
"1050","LGA",2013,8,30
"1051","LGA",2013,12,9
"1052","JFK",2013,10,18
"1053","LGA",2013,7,19
"1054","LGA",2013,12,18
"1055","EWR",2013,2,6
"1056","EWR",2013,12,12
"1057","EWR",2013,4,3
"1058","EWR",2013,12,15
"1059","EWR",2013,8,20
"1060","EWR",2013,9,17
"1061","JFK",2013,7,2
"1062","LGA",2013,10,6
"1063","LGA",2013,1,10
"1064","JFK",2013,12,19
"1065","LGA",2013,11,6
"1066","LGA",2013,8,1
"1067","EWR",2013,3,2
"1068","JFK",2013,10,3
"1069","EWR",2013,11,16
"1070","JFK",2013,8,6
"1071","JFK",2013,6,14
"1072","EWR",2013,9,15
"1073","JFK",2013,4,2
"1074","JFK",2013,8,25
"1075","JFK",2013,5,18
"1076","EWR",2013,10,18
"1077","EWR",2013,3,20
"1078","LGA",2013,11,13
"1079","LGA",2013,2,14
"1080","LGA",2013,4,15
"1081","LGA",2013,12,25
"1082","LGA",2013,7,19
"1083","EWR",2013,9,29
"1084","JFK",2013,9,1
"1085","LGA",2013,7,2
"1086","LGA",2013,2,19
"1087","EWR",2013,4,5
"1088","EWR",2013,5,7
"1089","LGA",2013,9,14
"1090","JFK",2013,7,28
"1091","EWR",2013,9,22
"1092","LGA",2013,3,28
"1093","EWR",2013,11,7
"1094","EWR",2013,10,29
"1095","JFK",2013,3,23
"1096","LGA",2013,5,26
"1097","LGA",2013,12,17
"1098","EWR",2013,3,13
"1099","EWR",2013,1,16
"1100","EWR",2013,3,18
"1101","LGA",2013,2,6
"1102","JFK",2013,1,17
"1103","EWR",2013,8,14
"1104","EWR",2013,8,26
"1105","JFK",2013,5,15
"1106","JFK",2013,9,23
"1107","LGA",2013,2,17
"1108","JFK",2013,11,9
"1109","JFK",2013,11,13
"1110","EWR",2013,1,17
"1111","LGA",2013,8,8
"1112","EWR",2013,9,7
"1113","JFK",2013,9,14
"1114","JFK",2013,6,9
"1115","JFK",2013,6,21
"1116","EWR",2013,1,31
"1117","EWR",2013,10,17
"1118","EWR",2013,11,4
"1119","EWR",2013,6,24
"1120","EWR",2013,5,25
"1121","EWR",2013,9,17
"1122","LGA",2013,9,12
"1123","JFK",2013,3,6
"1124","LGA",2013,10,1
"1125","EWR",2013,3,9
"1126","LGA",2013,9,25
"1127","JFK",2013,5,12
"1128","LGA",2013,5,26
"1129","EWR",2013,8,30
"1130","JFK",2013,10,15
"1131","EWR",2013,4,16
"1132","LGA",2013,2,13
"1133","JFK",2013,3,11
"1134","EWR",2013,8,26
"1135","EWR",2013,8,15
"1136","JFK",2013,4,6
"1137","LGA",2013,12,8
"1138","EWR",2013,12,4
"1139","JFK",2013,5,10
"1140","LGA",2013,7,27
"1141","EWR",2013,9,2
"1142","LGA",2013,9,27
"1143","EWR",2013,4,15
"1144","JFK",2013,3,28
"1145","LGA",2013,3,29
"1146","EWR",2013,7,19
"1147","LGA",2013,10,29
"1148","JFK",2013,4,24
"1149","JFK",2013,4,22
"1150","LGA",2013,9,13
"1151","LGA",2013,6,25
"1152","JFK",2013,8,7
"1153","EWR",2013,4,19
"1154","LGA",2013,3,20
"1155","LGA",2013,5,23
"1156","LGA",2013,5,21
"1157","EWR",2013,2,14
"1158","EWR",2013,6,13
"1159","EWR",2013,5,4
"1160","JFK",2013,9,17
"1161","JFK",2013,7,3
"1162","JFK",2013,8,19
"1163","EWR",2013,4,6
"1164","EWR",2013,8,15
"1165","JFK",2013,4,28
"1166","EWR",2013,3,17
"1167","EWR",2013,9,20
"1168","LGA",2013,5,19
"1169","JFK",2013,10,25
"1170","JFK",2013,5,5
"1171","JFK",2013,8,13
"1172","EWR",2013,3,9
"1173","LGA",2013,2,13
"1174","EWR",2013,7,10
"1175","LGA",2013,3,10
"1176","LGA",2013,7,22
"1177","EWR",2013,12,15
"1178","EWR",2013,8,14
"1179","EWR",2013,1,15
"1180","JFK",2013,12,23
"1181","EWR",2013,4,3
"1182","JFK",2013,12,5
"1183","EWR",2013,12,12
"1184","EWR",2013,9,16
"1185","EWR",2013,3,6
"1186","JFK",2013,2,25
"1187","LGA",2013,1,3
"1188","EWR",2013,4,5
"1189","EWR",2013,3,21
"1190","LGA",2013,1,21
"1191","EWR",2013,9,28
"1192","LGA",2013,2,17
"1193","JFK",2013,5,16
"1194","EWR",2013,5,15
"1195","JFK",2013,11,17
"1196","LGA",2013,12,18
"1197","EWR",2013,8,12
"1198","EWR",2013,8,23
"1199","JFK",2013,2,21
"1200","LGA",2013,4,9
"1201","JFK",2013,7,13
"1202","JFK",2013,8,14
"1203","LGA",2013,5,31
"1204","JFK",2013,6,25
"1205","EWR",2013,4,26
"1206","LGA",2013,5,26
"1207","EWR",2013,5,4
"1208","JFK",2013,3,6
"1209","JFK",2013,5,2
"1210","LGA",2013,7,4
"1211","LGA",2013,6,6
"1212","LGA",2013,1,17
"1213","JFK",2013,4,29
"1214","EWR",2013,2,5
"1215","JFK",2013,11,10
"1216","EWR",2013,2,17
"1217","JFK",2013,1,2
"1218","JFK",2013,12,2
"1219","EWR",2013,1,4
"1220","JFK",2013,3,6
"1221","EWR",2013,10,29
"1222","EWR",2013,11,8
"1223","LGA",2013,12,9
"1224","LGA",2013,11,25
"1225","JFK",2013,9,5
"1226","EWR",2013,2,4
"1227","JFK",2013,5,12
"1228","JFK",2013,9,18
"1229","LGA",2013,11,27
"1230","EWR",2013,11,15
"1231","JFK",2013,6,13
"1232","LGA",2013,4,26
"1233","JFK",2013,7,27
"1234","LGA",2013,8,7
"1235","JFK",2013,4,1
"1236","LGA",2013,4,9
"1237","LGA",2013,9,10
"1238","LGA",2013,7,4
"1239","LGA",2013,2,27
"1240","LGA",2013,6,25
"1241","EWR",2013,12,10
"1242","LGA",2013,1,17
"1243","EWR",2013,7,26
"1244","LGA",2013,1,29
"1245","JFK",2013,7,23
"1246","LGA",2013,5,2
"1247","EWR",2013,11,29
"1248","JFK",2013,6,27
"1249","EWR",2013,1,22
"1250","EWR",2013,8,28
"1251","LGA",2013,10,29
"1252","JFK",2013,10,8
"1253","LGA",2013,8,20
"1254","LGA",2013,5,6
"1255","JFK",2013,8,4
"1256","LGA",2013,12,19
"1257","EWR",2013,8,4
"1258","EWR",2013,7,9
"1259","EWR",2013,10,31
"1260","JFK",2013,10,17
"1261","EWR",2013,3,24
"1262","LGA",2013,6,22
"1263","EWR",2013,1,18
"1264","LGA",2013,9,11
"1265","EWR",2013,6,6
"1266","LGA",2013,10,23
"1267","LGA",2013,10,28
"1268","JFK",2013,5,27
"1269","LGA",2013,5,31
"1270","EWR",2013,2,16
"1271","LGA",2013,2,19
"1272","JFK",2013,4,17
"1273","LGA",2013,8,21
"1274","EWR",2013,2,6
"1275","LGA",2013,5,16
"1276","JFK",2013,3,9
"1277","EWR",2013,3,23
"1278","JFK",2013,12,7
"1279","JFK",2013,10,24
"1280","LGA",2013,4,27
"1281","EWR",2013,6,7
"1282","EWR",2013,3,16
"1283","JFK",2013,12,4
"1284","EWR",2013,5,13
"1285","JFK",2013,3,5
"1286","JFK",2013,5,14
"1287","LGA",2013,3,1
"1288","LGA",2013,2,12
"1289","JFK",2013,12,5
"1290","EWR",2013,8,17
"1291","EWR",2013,11,22
"1292","EWR",2013,1,4
"1293","JFK",2013,4,22
"1294","EWR",2013,1,30
"1295","JFK",2013,11,18
"1296","LGA",2013,7,1
"1297","LGA",2013,7,29
"1298","JFK",2013,3,21
"1299","JFK",2013,2,14
"1300","LGA",2013,6,1
"1301","EWR",2013,7,29
"1302","JFK",2013,6,7
"1303","EWR",2013,6,29
"1304","JFK",2013,6,27
"1305","EWR",2013,12,27
"1306","LGA",2013,7,15
"1307","EWR",2013,3,3
"1308","JFK",2013,12,21
"1309","EWR",2013,2,12
"1310","JFK",2013,7,22
"1311","LGA",2013,5,1
"1312","LGA",2013,12,19
"1313","JFK",2013,4,11
"1314","EWR",2013,6,29
"1315","EWR",2013,11,27
"1316","JFK",2013,10,8
"1317","LGA",2013,9,20
"1318","JFK",2013,6,6
"1319","LGA",2013,9,17
"1320","EWR",2013,9,10
"1321","JFK",2013,3,30
"1322","LGA",2013,10,30
"1323","LGA",2013,3,6
"1324","EWR",2013,4,21
"1325","JFK",2013,4,15
"1326","JFK",2013,10,16
"1327","LGA",2013,7,10
"1328","EWR",2013,10,30
"1329","LGA",2013,6,1
"1330","JFK",2013,10,18
"1331","JFK",2013,3,3
"1332","LGA",2013,8,24
"1333","JFK",2013,4,22
"1334","LGA",2013,5,31
"1335","LGA",2013,1,17
"1336","JFK",2013,5,21
"1337","EWR",2013,8,2
"1338","JFK",2013,4,4
"1339","EWR",2013,10,14
"1340","LGA",2013,7,16
"1341","LGA",2013,7,30
"1342","LGA",2013,4,25
"1343","EWR",2013,2,9
"1344","JFK",2013,8,24
"1345","JFK",2013,10,25
"1346","LGA",2013,7,17
"1347","JFK",2013,1,5
"1348","JFK",2013,3,10
"1349","LGA",2013,4,29
"1350","EWR",2013,5,13
"1351","EWR",2013,4,8
"1352","LGA",2013,7,5
"1353","JFK",2013,5,21
"1354","JFK",2013,9,10
"1355","LGA",2013,12,29
"1356","EWR",2013,11,19
"1357","JFK",2013,5,14
"1358","EWR",2013,12,8
"1359","JFK",2013,10,11
"1360","LGA",2013,1,7
"1361","JFK",2013,5,6
"1362","JFK",2013,8,9
"1363","JFK",2013,3,14
"1364","JFK",2013,9,20
"1365","LGA",2013,1,8
"1366","LGA",2013,5,8
"1367","EWR",2013,7,4
"1368","JFK",2013,8,31
"1369","LGA",2013,10,30
"1370","EWR",2013,10,18
"1371","EWR",2013,10,29
"1372","JFK",2013,4,18
"1373","LGA",2013,1,3
"1374","EWR",2013,4,11
"1375","JFK",2013,1,25
"1376","EWR",2013,4,17
"1377","EWR",2013,7,1
"1378","EWR",2013,1,8
"1379","LGA",2013,11,13
"1380","JFK",2013,8,13
"1381","LGA",2013,3,17
"1382","EWR",2013,5,20
"1383","LGA",2013,8,28
"1384","JFK",2013,6,3
"1385","JFK",2013,6,8
"1386","EWR",2013,4,1
"1387","EWR",2013,4,22
"1388","JFK",2013,8,13
"1389","JFK",2013,12,28
"1390","LGA",2013,7,12
"1391","EWR",2013,8,3
"1392","EWR",2013,8,6
"1393","EWR",2013,9,21
"1394","JFK",2013,1,10
"1395","JFK",2013,11,22
"1396","LGA",2013,10,7
"1397","EWR",2013,12,30
"1398","EWR",2013,1,30
"1399","LGA",2013,10,19
"1400","EWR",2013,2,7
"1401","EWR",2013,1,16
"1402","JFK",2013,7,7
"1403","EWR",2013,9,21
"1404","EWR",2013,4,3
"1405","LGA",2013,7,6
"1406","JFK",2013,6,6
"1407","LGA",2013,8,10
"1408","LGA",2013,7,26
"1409","JFK",2013,7,18
"1410","JFK",2013,4,16
"1411","JFK",2013,10,17
"1412","EWR",2013,6,20
"1413","JFK",2013,5,12
"1414","JFK",2013,12,23
"1415","JFK",2013,7,31
"1416","JFK",2013,8,28
"1417","JFK",2013,6,16
"1418","EWR",2013,3,24
"1419","LGA",2013,2,18
"1420","JFK",2013,12,4
"1421","EWR",2013,7,15
"1422","LGA",2013,7,13
"1423","LGA",2013,4,3
"1424","EWR",2013,5,20
"1425","LGA",2013,5,17
"1426","EWR",2013,3,26
"1427","EWR",2013,1,1
"1428","JFK",2013,5,13
"1429","LGA",2013,5,13
"1430","EWR",2013,11,13
"1431","EWR",2013,8,5
"1432","EWR",2013,2,10
"1433","LGA",2013,11,19
"1434","JFK",2013,5,1
"1435","EWR",2013,9,17
"1436","EWR",2013,10,18
"1437","LGA",2013,5,16
"1438","EWR",2013,4,13
"1439","EWR",2013,12,4
"1440","JFK",2013,1,30
"1441","JFK",2013,8,21
"1442","JFK",2013,9,6
"1443","LGA",2013,9,28
"1444","EWR",2013,2,17
"1445","LGA",2013,5,26
"1446","JFK",2013,8,24
"1447","LGA",2013,10,15
"1448","EWR",2013,10,17
"1449","LGA",2013,4,25
"1450","JFK",2013,11,8
"1451","LGA",2013,8,21
"1452","JFK",2013,3,29
"1453","EWR",2013,5,21
"1454","LGA",2013,8,31
"1455","LGA",2013,6,12
"1456","JFK",2013,10,1
"1457","JFK",2013,6,7
"1458","LGA",2013,4,1
"1459","LGA",2013,9,23
"1460","EWR",2013,7,24
"1461","LGA",2013,9,4
"1462","JFK",2013,5,24
"1463","JFK",2013,8,26
"1464","LGA",2013,7,19
"1465","EWR",2013,7,2
"1466","EWR",2013,10,28
"1467","JFK",2013,4,28
"1468","JFK",2013,12,6
"1469","JFK",2013,2,16
"1470","JFK",2013,7,26
"1471","JFK",2013,10,6
"1472","LGA",2013,2,25
"1473","LGA",2013,3,29
"1474","LGA",2013,2,7
"1475","LGA",2013,11,30
"1476","JFK",2013,1,20
"1477","LGA",2013,10,5
"1478","LGA",2013,10,1
"1479","EWR",2013,11,12
"1480","LGA",2013,4,12
"1481","EWR",2013,2,22
"1482","EWR",2013,2,22
"1483","EWR",2013,12,29
"1484","JFK",2013,2,18
"1485","JFK",2013,12,27
"1486","JFK",2013,7,12
"1487","LGA",2013,6,21
"1488","JFK",2013,8,14
"1489","LGA",2013,1,31
"1490","EWR",2013,2,12
"1491","EWR",2013,8,10
"1492","JFK",2013,10,7
"1493","EWR",2013,2,27
"1494","EWR",2013,3,30
"1495","LGA",2013,11,18
"1496","JFK",2013,9,16
"1497","LGA",2013,4,7
"1498","EWR",2013,4,29
"1499","EWR",2013,11,4
"1500","JFK",2013,12,18
"1501","EWR",2013,9,27
"1502","EWR",2013,10,27
"1503","JFK",2013,10,2
"1504","JFK",2013,3,6
"1505","EWR",2013,3,5
"1506","EWR",2013,4,9
"1507","JFK",2013,2,24
"1508","EWR",2013,9,17
"1509","EWR",2013,9,26
"1510","LGA",2013,4,13
"1511","EWR",2013,5,3
"1512","EWR",2013,12,26
"1513","LGA",2013,2,18
"1514","LGA",2013,5,13
"1515","EWR",2013,11,18
"1516","JFK",2013,1,27
"1517","JFK",2013,8,28
"1518","JFK",2013,1,21
"1519","LGA",2013,10,31
"1520","EWR",2013,6,30
"1521","LGA",2013,8,16
"1522","LGA",2013,1,22
"1523","EWR",2013,8,19
"1524","LGA",2013,2,5
"1525","EWR",2013,1,26
"1526","JFK",2013,6,7
"1527","LGA",2013,7,23
"1528","EWR",2013,6,12
"1529","LGA",2013,12,3
"1530","LGA",2013,10,22
"1531","LGA",2013,3,27
"1532","EWR",2013,10,5
"1533","JFK",2013,9,8
"1534","EWR",2013,6,14
"1535","EWR",2013,6,9
"1536","JFK",2013,4,11
"1537","EWR",2013,10,18
"1538","EWR",2013,2,3
"1539","JFK",2013,10,15
"1540","LGA",2013,9,27
"1541","LGA",2013,1,29
"1542","EWR",2013,3,14
"1543","EWR",2013,7,19
"1544","JFK",2013,8,15
"1545","EWR",2013,11,11
"1546","EWR",2013,1,2
"1547","LGA",2013,1,10
"1548","JFK",2013,7,17
"1549","LGA",2013,9,11
"1550","LGA",2013,8,20
"1551","JFK",2013,2,20
"1552","LGA",2013,4,8
"1553","EWR",2013,10,15
"1554","JFK",2013,11,24
"1555","LGA",2013,10,17
"1556","JFK",2013,8,17
"1557","EWR",2013,12,28
"1558","LGA",2013,7,7
"1559","LGA",2013,9,13
"1560","JFK",2013,6,5
"1561","LGA",2013,3,12
"1562","LGA",2013,7,16
"1563","EWR",2013,4,21
"1564","JFK",2013,5,18
"1565","EWR",2013,9,7
"1566","LGA",2013,11,13
"1567","LGA",2013,11,6
"1568","EWR",2013,7,29
"1569","JFK",2013,11,5
"1570","JFK",2013,4,25
"1571","JFK",2013,11,7
"1572","JFK",2013,9,22
"1573","EWR",2013,11,5
"1574","JFK",2013,3,19
"1575","EWR",2013,10,4
"1576","JFK",2013,12,13
"1577","LGA",2013,6,20
"1578","JFK",2013,8,16
"1579","LGA",2013,8,16
"1580","LGA",2013,4,18
"1581","JFK",2013,8,5
"1582","JFK",2013,8,9
"1583","LGA",2013,12,24
"1584","JFK",2013,5,15
"1585","LGA",2013,9,10
"1586","LGA",2013,6,16
"1587","LGA",2013,9,1
"1588","LGA",2013,2,9
"1589","EWR",2013,10,23
"1590","LGA",2013,10,24
"1591","EWR",2013,7,20
"1592","JFK",2013,4,9
"1593","JFK",2013,10,5
"1594","JFK",2013,10,2
"1595","LGA",2013,9,8
"1596","EWR",2013,1,4
"1597","EWR",2013,12,30
"1598","LGA",2013,5,6
"1599","JFK",2013,2,18
"1600","EWR",2013,11,25
"1601","LGA",2013,3,29
"1602","EWR",2013,10,10
"1603","LGA",2013,8,13
"1604","JFK",2013,10,2
"1605","JFK",2013,3,25
"1606","EWR",2013,8,17
"1607","JFK",2013,8,12
"1608","LGA",2013,1,1
"1609","EWR",2013,4,21
"1610","LGA",2013,8,12
"1611","EWR",2013,10,21
"1612","LGA",2013,10,9
"1613","JFK",2013,12,27
"1614","EWR",2013,2,25
"1615","JFK",2013,6,2
"1616","LGA",2013,8,9
"1617","EWR",2013,7,31
"1618","EWR",2013,3,10
"1619","EWR",2013,9,11
"1620","EWR",2013,2,19
"1621","JFK",2013,7,13
"1622","EWR",2013,6,24
"1623","JFK",2013,4,7
"1624","EWR",2013,6,26
"1625","EWR",2013,12,10
"1626","LGA",2013,11,30
"1627","LGA",2013,8,20
"1628","LGA",2013,8,8
"1629","EWR",2013,1,17
"1630","LGA",2013,10,31
"1631","JFK",2013,10,12
"1632","LGA",2013,4,26
"1633","LGA",2013,2,11
"1634","LGA",2013,2,20
"1635","EWR",2013,3,27
"1636","EWR",2013,11,5
"1637","EWR",2013,5,5
"1638","JFK",2013,6,11
"1639","EWR",2013,6,14
"1640","EWR",2013,9,10
"1641","EWR",2013,3,9
"1642","LGA",2013,5,26
"1643","EWR",2013,9,25
"1644","LGA",2013,9,8
"1645","LGA",2013,10,31
"1646","JFK",2013,8,2
"1647","EWR",2013,2,1
"1648","LGA",2013,4,23
"1649","JFK",2013,3,29
"1650","EWR",2013,7,1
"1651","LGA",2013,8,22
"1652","LGA",2013,2,16
"1653","JFK",2013,7,7
"1654","LGA",2013,4,16
"1655","EWR",2013,11,9
"1656","JFK",2013,12,4
"1657","JFK",2013,10,6
"1658","EWR",2013,4,15
"1659","LGA",2013,7,21
"1660","LGA",2013,7,24
"1661","JFK",2013,10,24
"1662","LGA",2013,4,2
"1663","JFK",2013,6,19
"1664","LGA",2013,2,18
"1665","JFK",2013,1,18
"1666","EWR",2013,11,16
"1667","LGA",2013,9,26
"1668","LGA",2013,5,19
"1669","EWR",2013,11,16
"1670","LGA",2013,10,14
"1671","JFK",2013,9,8
"1672","JFK",2013,5,17
"1673","JFK",2013,4,12
"1674","EWR",2013,11,11
"1675","JFK",2013,11,22
"1676","EWR",2013,11,1
"1677","JFK",2013,1,31
"1678","EWR",2013,1,1
"1679","JFK",2013,12,8
"1680","EWR",2013,9,18
"1681","LGA",2013,8,5
"1682","LGA",2013,11,1
"1683","EWR",2013,1,23
"1684","JFK",2013,11,21
"1685","EWR",2013,9,10
"1686","LGA",2013,10,9
"1687","EWR",2013,12,11
"1688","JFK",2013,10,6
"1689","EWR",2013,11,23
"1690","EWR",2013,4,6
"1691","LGA",2013,9,24
"1692","JFK",2013,9,21
"1693","JFK",2013,2,13
"1694","JFK",2013,1,27
"1695","JFK",2013,12,18
"1696","EWR",2013,8,5
"1697","LGA",2013,1,24
"1698","EWR",2013,7,5
"1699","LGA",2013,6,23
"1700","JFK",2013,7,2
"1701","LGA",2013,3,22
"1702","EWR",2013,10,22
"1703","JFK",2013,1,24
"1704","EWR",2013,1,25
"1705","EWR",2013,10,12
"1706","EWR",2013,2,24
"1707","EWR",2013,9,20
"1708","JFK",2013,5,17
"1709","JFK",2013,2,12
"1710","JFK",2013,2,12
"1711","JFK",2013,7,25
"1712","LGA",2013,11,30
"1713","EWR",2013,7,17
"1714","JFK",2013,4,27
"1715","LGA",2013,10,12
"1716","JFK",2013,3,15
"1717","LGA",2013,11,27
"1718","LGA",2013,5,20
"1719","JFK",2013,4,22
"1720","LGA",2013,1,29
"1721","JFK",2013,2,5
"1722","EWR",2013,8,23
"1723","JFK",2013,11,4
"1724","JFK",2013,6,20
"1725","EWR",2013,5,25
"1726","JFK",2013,10,16
"1727","JFK",2013,12,3
"1728","EWR",2013,4,11
"1729","LGA",2013,3,15
"1730","LGA",2013,6,26
"1731","JFK",2013,6,18
"1732","LGA",2013,7,15
"1733","LGA",2013,6,8
"1734","JFK",2013,4,13
"1735","JFK",2013,2,18
"1736","JFK",2013,6,22
"1737","JFK",2013,4,1
"1738","EWR",2013,6,1
"1739","LGA",2013,4,11
"1740","LGA",2013,3,1
"1741","LGA",2013,11,6
"1742","EWR",2013,12,11
"1743","JFK",2013,4,5
"1744","JFK",2013,5,3
"1745","JFK",2013,3,24
"1746","JFK",2013,4,24
"1747","LGA",2013,4,24
"1748","EWR",2013,2,21
"1749","JFK",2013,9,21
"1750","EWR",2013,2,6
"1751","EWR",2013,4,30
"1752","JFK",2013,8,5
"1753","EWR",2013,11,20
"1754","LGA",2013,8,30
"1755","LGA",2013,10,28
"1756","EWR",2013,6,20
"1757","LGA",2013,5,14
"1758","EWR",2013,2,18
"1759","LGA",2013,12,15
"1760","EWR",2013,6,20
"1761","LGA",2013,8,7
"1762","EWR",2013,11,12
"1763","JFK",2013,8,10
"1764","JFK",2013,2,4
"1765","LGA",2013,9,4
"1766","LGA",2013,7,15
"1767","EWR",2013,7,18
"1768","LGA",2013,10,14
"1769","LGA",2013,8,26
"1770","EWR",2013,9,14
"1771","JFK",2013,7,10
"1772","EWR",2013,4,3
"1773","JFK",2013,8,7
"1774","LGA",2013,8,29
"1775","EWR",2013,2,13
"1776","JFK",2013,2,1
"1777","EWR",2013,9,19
"1778","LGA",2013,2,4
"1779","JFK",2013,5,24
"1780","JFK",2013,7,13
"1781","LGA",2013,9,30
"1782","LGA",2013,12,12
"1783","LGA",2013,10,28
"1784","LGA",2013,3,20
"1785","LGA",2013,6,16
"1786","JFK",2013,3,13
"1787","LGA",2013,6,26
"1788","JFK",2013,1,20
"1789","EWR",2013,8,28
"1790","EWR",2013,5,14
"1791","EWR",2013,10,26
"1792","LGA",2013,7,29
"1793","EWR",2013,12,27
"1794","JFK",2013,10,17
"1795","LGA",2013,11,18
"1796","EWR",2013,4,20
"1797","JFK",2013,10,29
"1798","JFK",2013,1,7
"1799","EWR",2013,6,19
"1800","EWR",2013,6,23
"1801","LGA",2013,6,16
"1802","JFK",2013,11,5
"1803","JFK",2013,10,3
"1804","EWR",2013,10,16
"1805","EWR",2013,7,10
"1806","LGA",2013,12,23
"1807","EWR",2013,5,21
"1808","EWR",2013,8,28
"1809","EWR",2013,1,21
"1810","LGA",2013,4,7
"1811","EWR",2013,8,9
"1812","JFK",2013,6,14
"1813","JFK",2013,9,15
"1814","JFK",2013,12,15
"1815","JFK",2013,10,5
"1816","EWR",2013,2,16
"1817","EWR",2013,3,11
"1818","EWR",2013,2,7
"1819","LGA",2013,6,16
"1820","EWR",2013,5,29
"1821","JFK",2013,8,13
"1822","EWR",2013,5,29
"1823","EWR",2013,11,8
"1824","LGA",2013,8,10
"1825","EWR",2013,4,30
"1826","JFK",2013,4,7
"1827","JFK",2013,2,12
"1828","JFK",2013,2,1
"1829","EWR",2013,2,21
"1830","EWR",2013,12,24
"1831","EWR",2013,12,27
"1832","JFK",2013,10,19
"1833","EWR",2013,12,16
"1834","JFK",2013,5,2
"1835","LGA",2013,11,7
"1836","JFK",2013,1,22
"1837","LGA",2013,12,14
"1838","EWR",2013,5,9
"1839","JFK",2013,8,30
"1840","EWR",2013,11,6
"1841","EWR",2013,12,26
"1842","JFK",2013,1,6
"1843","JFK",2013,12,20
"1844","LGA",2013,6,29
"1845","JFK",2013,7,9
"1846","LGA",2013,12,9
"1847","EWR",2013,1,2
"1848","EWR",2013,1,16
"1849","EWR",2013,10,4
"1850","LGA",2013,5,28
"1851","EWR",2013,5,4
"1852","LGA",2013,1,15
"1853","EWR",2013,10,14
"1854","EWR",2013,4,29
"1855","JFK",2013,6,30
"1856","EWR",2013,7,20
"1857","JFK",2013,11,4
"1858","EWR",2013,2,11
"1859","JFK",2013,4,1
"1860","JFK",2013,12,10
"1861","LGA",2013,9,24
"1862","JFK",2013,6,20
"1863","EWR",2013,4,22
"1864","EWR",2013,6,25
"1865","EWR",2013,1,19
"1866","JFK",2013,12,3
"1867","EWR",2013,1,14
"1868","JFK",2013,9,24
"1869","EWR",2013,3,10
"1870","EWR",2013,8,1
"1871","LGA",2013,11,6
"1872","JFK",2013,10,6
"1873","JFK",2013,3,22
"1874","EWR",2013,10,28
"1875","EWR",2013,1,23
"1876","JFK",2013,4,28
"1877","JFK",2013,12,2
"1878","JFK",2013,10,20
"1879","EWR",2013,10,25
"1880","JFK",2013,7,6
"1881","EWR",2013,11,11
"1882","JFK",2013,9,7
"1883","LGA",2013,10,20
"1884","EWR",2013,9,16
"1885","LGA",2013,11,26
"1886","EWR",2013,2,15
"1887","LGA",2013,3,11
"1888","EWR",2013,3,14
"1889","JFK",2013,10,4
"1890","LGA",2013,3,1
"1891","EWR",2013,4,25
"1892","EWR",2013,9,19
"1893","LGA",2013,4,8
"1894","LGA",2013,1,26
"1895","EWR",2013,7,26
"1896","JFK",2013,2,5
"1897","LGA",2013,7,11
"1898","JFK",2013,12,28
"1899","LGA",2013,12,19
"1900","JFK",2013,6,20
"1901","EWR",2013,11,15
"1902","EWR",2013,10,8
"1903","EWR",2013,9,15
"1904","EWR",2013,8,4
"1905","EWR",2013,4,28
"1906","JFK",2013,7,22
"1907","LGA",2013,1,7
"1908","LGA",2013,4,29
"1909","JFK",2013,8,19
"1910","JFK",2013,11,5
"1911","JFK",2013,10,12
"1912","JFK",2013,2,11
"1913","JFK",2013,8,26
"1914","JFK",2013,12,25
"1915","JFK",2013,11,19
"1916","EWR",2013,7,24
"1917","EWR",2013,8,11
"1918","JFK",2013,12,2
"1919","LGA",2013,10,14
"1920","LGA",2013,11,19
"1921","JFK",2013,9,3
"1922","LGA",2013,12,18
"1923","LGA",2013,5,6
"1924","JFK",2013,5,21
"1925","EWR",2013,5,21
